place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Little Adam's Peak View Point,Stairs,70,34,86,190,neutral,0.779,A lot of steep steps and some rough patches to negotiate.,1760,0.10795454545454546,47,1.255797872190522,0.13556908847511318,0.10560831992211317
Little Adam's Peak View Point,Trail,78,14,49,141,positive,0.752,Short hiking trail with great view,1760,0.08011363636363636,39,1.4423838277709342,0.11555461347483052,0.08689706933307255
Little Adam's Peak View Point,Tea plantation,43,7,28,78,positive,0.832,The trail itself is quite easy walking between tea fields.,1760,0.04431818181818182,16,2.3333567516607996,0.10341012876678544,0.08603722713396549
Little Adam's Peak View Point,Sunrise view,56,3,28,87,positive,0.835,The views at sunrise were beautiful and was pleased to be joined by a pack of friendly dogs.,1760,0.04943181818181818,21,2.0614230361771577,0.10189988872012086,0.08508640708130091
Little Adam's Peak View Point,Scenic view,522,10,59,591,positive,0.825,Views from the top well worth the effort.,1760,0.33579545454545456,128,0.25391520998096345,0.08526357335156216,0.07034244801503878
Lover's Leap Falls,Waterfall,174,20,73,267,positive,0.8,"The views through the plantations are beautiful, and the falls are beautiful.",906,0.2947019867549669,24,1.927891643552635,0.56815349760326,0.454522798082608
Lover's Leap Falls,Tea plantation,67,8,40,115,positive,0.83,nice walk along the tea plantation.,906,0.12693156732891833,16,2.3333567516607996,0.296176629625819,0.24582660258942973
Lover's Leap Falls,Rock formation,13,4,15,32,neutral,0.753,We opted for the more difficult route of climbing up the rocks to get to the base of the fall- but you can walk another way which is a gravelly path.,906,0.03532008830022075,20,2.1102132003465894,0.07453291656853296,0.05612328617610532
Lover's Leap Falls,Public transport access,29,11,57,97,neutral,0.796,it's just 30 rupees by bus from down town Nuwera Eliya so it was good.,906,0.10706401766004416,90,0.6061358035703155,0.06489533437783732,0.051656686164758506
Lover's Leap Falls,Scenic view,138,4,38,180,positive,0.8,Stop for photos; enjoy the views; water falling sound is great.,906,0.1986754966887417,128,0.25391520998096345,0.05044673045979406,0.04035738436783525
Lunugamvehera National Park,Leopards,8,2,19,29,neutral,0.768,Afternoon visits are recommended since there is a chance of seeing a leopard.,158,0.18354430379746836,13,2.540996116439044,0.4663853631438752,0.35818395889449617
Lunugamvehera National Park,Birds,10,0,19,29,neutral,0.758,"We could see, Elephants,Lepored , Shamber, Spoted Deer, crocodile, and more birds.this is beautiful park, no more jeeps, We used yala eco safari jeep.",158,0.18354430379746836,40,1.4170660197866443,0.26009439603678913,0.19715155219588618
Lunugamvehera National Park,Elephants,2,1,20,23,neutral,0.751,"We could see, Elephants,Lepored , Shamber, Spoted Deer, crocodile, and more birds.this is beautiful park, no more jeeps, We used yala eco safari jeep.",158,0.14556962025316456,33,1.6094379124341003,0.23428526573407787,0.1759482345662925
Lunugamvehera National Park,Lake,3,0,5,8,neutral,0.763,"We saw lots of elephants, deer, rabbits, crocodiles, beautiful birds and reservoir has a beautiful scenery.We entered through the newly opened gate from lunugamvehera reservoir side so animals are not very familiar with vehicles so fan away as we reach .Very friendly staff .",158,0.05063291139240506,2,4.412798293340635,0.22343282497927264,0.17047924545918502
Lunugamvehera National Park,Wildlife,11,2,9,22,positive,0.788,"We saw lots of elephants, deer, rabbits, crocodiles, beautiful birds and reservoir has a beautiful scenery.We entered through the newly opened gate from lunugamvehera reservoir side so animals are not very familiar with vehicles so fan away as we reach .Very friendly staff .",158,0.13924050632911392,54,1.1169614273363062,0.15552627469239705,0.12255470445760888
Madu River Safari by Buddhi,River,154,9,138,301,positive,0.784,Best part of being in Bentota is Modu River Safari.,1424,0.21137640449438203,33,1.6094379124341003,0.34019719918726415,0.2667146041628151
Madu River Safari by Buddhi,Birds,49,5,86,140,neutral,0.762,"Tour was great, we saw a lot of birds (heron, cormorant, kingfisher...), lizard and the lagoon itself is very very nice.",1424,0.09831460674157304,40,1.4170660197866443,0.1393182884621701,0.10616053580817361
Madu River Safari by Buddhi,Temple,61,7,94,162,neutral,0.772,Another island we visited was having an ancient Buddhist temple which was tranquil and peaceful.,1424,0.11376404494382023,76,0.7752121336142496,0.08819126800948626,0.0680836589033234
Madu River Safari by Buddhi,Wildlife,35,6,53,94,neutral,0.774,"Look out for the special plants and animals that live in these peaceful backwaters, from diving Little Cormorants to jumping Mud Skippers, and enjoy the beauty of these rare forests and waterways.",1424,0.06601123595505617,54,1.1169614273363062,0.07373200433259323,0.05706857135342717
Madu River Safari by Buddhi,Ticket price,52,14,63,129,neutral,0.764,Great trip for only 2000 rupees per person...be prepared to spend another 1000 on tips throughout ride..I recall there being about 5 stops where a tip is required :),1424,0.09058988764044944,94,0.5626506916305767,0.050970462935635105,0.038941433682825224
Maduru Oya National Park,Elephants,6,2,16,24,neutral,0.767,The park is very famous for aggressive wild elephants and thousands of spotted deer.,59,0.4067796610169492,33,1.6094379124341003,0.6546866084477696,0.5021446286794393
Maduru Oya National Park,Wildlife,3,1,9,13,neutral,0.765,"So I would recommend it for families with small children to get a ""soft start"" into wildlife watching.",59,0.22033898305084745,54,1.1169614273363062,0.24611014500630476,0.18827426092982316
Maduru Oya National Park,Birds,2,0,6,8,neutral,0.75,Beautiful scenery and good for birds,59,0.13559322033898305,40,1.4170660197866443,0.19214454505581616,0.14410840879186212
Maduru Oya National Park,Scenic view,6,0,2,8,positive,0.822,But the landscapes are beautiful.,59,0.13559322033898305,128,0.25391520998096345,0.03442918101436793,0.028300786793810435
Maduru Oya National Park,Crowdedness,2,2,2,6,positive,0.827,The mueseum in the village is very informative and go on a weekday to enjoy with a lesser crowd.,59,0.1016949152542373,122,0.3019244291673241,0.030704179237354995,0.02539235622929258
Maha Saman Dewalaya,Temple,8,0,4,12,positive,0.79,The temple is in a huge land beautiful buildings and most important this which I saw was the 500 year old live growing rock tree inside the shrine which you must see.,33,0.36363636363636365,76,0.7752121336142496,0.2818953213142726,0.22269730383827535
Maha Saman Dewalaya,Hindu shrine,1,0,5,6,neutral,0.757,The temple is in a huge land beautiful buildings and most important this which I saw was the 500 year old live growing rock tree inside the shrine which you must see.,33,0.18181818181818182,39,1.4423838277709342,0.26225160504926076,0.1985244650222904
Maha Saman Dewalaya,Buddha statue,2,0,3,5,neutral,0.78,The ancient chronicals reveals that he was the leader of the Deva tribe in ancient Lanka and one of the great follower of Lord Buddha.,33,0.15151515151515152,47,1.255797872190522,0.19027240487735184,0.14841247580433445
Maha Saman Dewalaya,Peacefulness,10,0,0,10,positive,0.792,Very calm.,33,0.30303030303030304,129,0.24613306953890854,0.0745857786481541,0.05907193668933806
Maligawila Buddha Statue,Buddha statue,16,0,6,22,positive,0.842,"The free-standing limestone buddha statue is 11 meters (36ft) tall and is supposed to be the tallest free-standing statue of Buddha in the world, although some say that the Avukana Buddha Statue is also the tallest.",61,0.36065573770491804,47,1.255797872190522,0.45291070800313915,0.38135081613864313
Maligawila Buddha Statue,Sculptures,16,0,5,21,positive,0.812,"The free-standing limestone buddha statue is 11 meters (36ft) tall and is supposed to be the tallest free-standing statue of Buddha in the world, although some say that the Avukana Buddha Statue is also the tallest.",61,0.3442622950819672,55,1.0986122886681098,0.37821078790213614,0.3071071597765346
Maligawila Buddha Statue,Ancient ruins,5,0,2,7,positive,0.8,"About 100 meters away there is a statue of Avalokitesvara which is 10 meters tall, the stone pillar inscription and the ruins of the old buildings.Maligawila is a well worth visit.",61,0.11475409836065574,23,1.9704512579714308,0.2261173574721314,0.18089388597770514
Maligawila Buddha Statue,Value for money,11,0,0,11,positive,0.8,"The free-standing limestone buddha statue is 11 meters (36ft) tall and is supposed to be the tallest free-standing statue of Buddha in the world, although some say that the Avukana Buddha Statue is also the tallest.",61,0.18032786885245902,112,0.38744660260548613,0.0698674201419729,0.055893936113578326
Marble Beach,Beach,233,24,49,306,positive,0.815,Great little flat beach with beautifully clear water.,1164,0.26288659793814434,64,0.9470623905409088,0.24897000988446572,0.20291055805583955
Marble Beach,Sandy beach,26,1,13,40,positive,0.775,The shallow and crystal clear water gives a sense of confidence to the non-swimmer as he gazes down into the pure clean sand below.,1164,0.03436426116838488,15,2.3978952727983707,0.08240189940887872,0.06386147204188102
Marble Beach,Water clarity,21,0,0,21,positive,0.92,Great little flat beach with beautifully clear water.,1164,0.01804123711340206,13,2.540996116439044,0.045842713440910586,0.04217529636563774
Marble Beach,Water depth,11,2,10,23,positive,0.765,The shallow and crystal clear water gives a sense of confidence to the non-swimmer as he gazes down into the pure clean sand below.,1164,0.019759450171821305,13,2.540996116439044,0.050208686149568735,0.03840964490442008
Marble Beach,Waves,16,0,10,26,positive,0.778,"A nice hideaway, with sound of waves breaking....",1164,0.022336769759450172,20,2.1102132003465894,0.047135346399494266,0.03667129949880654
Matara Paravi Duwa Temple,Sea,13,0,8,21,positive,0.754,It is quite empty.Nice view of the sea though.,186,0.11290322580645161,7,3.1600353248452673,0.35677818183736887,0.26901074910537615
Matara Paravi Duwa Temple,Bridge,14,2,14,30,positive,0.781,It is accessible via a bridge and it is well worth taking time to explore this unique attraction which has a very special atmosphere surrounded by the waves near to southern most tipoff the islands.,186,0.16129032258064516,20,2.1102132003465894,0.340356967797837,0.2658187918501107
Matara Paravi Duwa Temple,Temple,30,2,18,50,positive,0.797,A fairly elaborate covered area opposite the temple entrance is home to a seated Buddha with a case housing an ornate gold coloured metal plaque.Unless you have a specific interest or purpose in visiting the temple there isn't a great,186,0.26881720430107525,76,0.7752121336142496,0.20839035849845416,0.16608711572326798
Matara Paravi Duwa Temple,Beach,8,1,8,17,positive,0.781,Good for a short walk and good views along the coast at Matara,186,0.0913978494623656,64,0.9470623905409088,0.08655946580212608,0.06760294279146047
Matara Paravi Duwa Temple,Scenic view,33,0,2,35,positive,0.822,Good for a short walk and good views along the coast at Matara,186,0.1881720430107527,128,0.25391520998096345,0.047779743813622155,0.03927494941479741
Mihintale,Stairs,78,31,81,190,neutral,0.781,Nice view over the country at sunset but watch the monkeys as they can be sneaky.Many stairs to climb!,1549,0.12265978050355068,47,1.255797872190522,0.15403589135971543,0.12030203115193776
Mihintale,Stupa,67,5,61,133,positive,0.78,We watched the sun set over the breath taking landscape from the dagoba whilst traditional drums played creating a serene atmosphere.,1549,0.08586184635248548,29,1.7386496439141066,0.14928366858655662,0.11644126149751416
Mihintale,Buddha statue,54,4,51,109,positive,0.8,"The site offers a range of attractions - beautiful Buddha in white, a large and small stupa and a very slipper rock to climb from which you may take breathtaking district views.",1549,0.07036797934151065,47,1.255797872190522,0.0883679587274157,0.07069436698193256
Mihintale,Sunset view,68,4,23,95,positive,0.845,We watched the sun set over the breath taking landscape from the dagoba whilst traditional drums played creating a serene atmosphere.,1549,0.06132989025177534,44,1.3217558399823195,0.08106314060575878,0.06849835381186617
Mihintale,Ancient ruins,27,3,28,58,neutral,0.778,On the way up some interesting ruins of what would've have been a monastery and some stone tablets explaining the roles and duties of monks - if you can read Sinhalese in the original script.,1549,0.03744351194318916,23,1.9704512579714308,0.07378061521132537,0.057401318634411135
Minneriya National Park,Elephants,293,27,249,569,positive,0.789,"Nature there is beautiful, and it was so nice to see elephants in a wild habitat!",1740,0.32701149425287357,33,1.6094379124341003,0.5263046966523006,0.4152544056586652
Minneriya National Park,Birds,70,3,136,209,neutral,0.759,"Park was good overall with lots of elephants to see, some water buffalo and other small birds.",1740,0.12011494252873563,40,1.4170660197866443,0.1702108035260969,0.12918999987630755
Minneriya National Park,Wildlife,98,15,109,222,neutral,0.783,Good afternoon animal spotting,1740,0.12758620689655173,54,1.1169614273363062,0.1425088717635977,0.111584446590897
Minneriya National Park,Local guide,63,4,51,118,positive,0.766,"I would strongly recommend you go in the jeep with the driver and a guide, as the guide can not only take you to the best areas to see wildlife but also keep the monkeys away from you!",1740,0.067816091954023,66,0.9162907318741551,0.06213925652939673,0.0475986705015179
Minneriya National Park,Trail,13,4,23,40,neutral,0.761,The track in was a bit rough and there was little other widlife apart from a few water buffalo.,1740,0.022988505747126436,39,1.4423838277709342,0.03315824891427435,0.02523342742376278
Mirissa Beach,Beach,437,34,81,552,positive,0.817,Beach restaurant NishanSri Lanka looks Nice but completely uninterested staff !,2307,0.23927178153446033,64,0.9470623905409088,0.22660530540900808,0.1851365345191596
Mirissa Beach,Waves,128,16,67,211,positive,0.78,"Very nice beach: yellow sand, some shadow places for relax, nice waves, many good restaurants.",2307,0.09146077156480277,20,2.1102132003465894,0.1930017274699308,0.15054134742654604
Mirissa Beach,Restaurants,143,15,79,237,positive,0.799,Beach restaurant NishanSri Lanka looks Nice but completely uninterested staff !,2307,0.10273081924577374,49,1.214125175789954,0.12472807397582103,0.09965773110668101
Mirissa Beach,Sandy beach,87,5,19,111,positive,0.766,"Very nice beach: yellow sand, some shadow places for relax, nice waves, many good restaurants.",2307,0.04811443433029909,15,2.3978952727983707,0.11537337463399183,0.08837600496963774
Mirissa Beach,Food quality,86,5,24,115,positive,0.752,A nice chilled beer and good food with beach view would be a good evening,2307,0.04984828781967924,16,2.3333567516607996,0.11631383894277936,0.08746800688497007
Moon Plains,Mountain,40,2,37,79,positive,0.773,"You are able to see the Highest Peak (Pidurutalagala), 2nd Highest peak (Kirigalpoththa), third highest peak (Thotupola Kanda), 6th Highest peak (Great Western Mountain), 7th highest peak (Hakgala).Need to park the vehicle at entrance and go in a safari jeep...",392,0.20153061224489796,24,1.927891643552635,0.3885291832669851,0.3003330586653795
Moon Plains,Viewpoint,15,3,21,39,neutral,0.81,and you will be taken by jeep to the view point where there are quite stunning views across to Ella and back to Nuwara Eliya and Hakgalla.,392,0.09948979591836735,29,1.7386496439141066,0.17297789824655652,0.1401120975797108
Moon Plains,Scenic view,84,3,36,123,positive,0.772,This place open at 7:00 am but if you like to see scenic view better try to select clear time with no rain/mist.,392,0.3137755102040816,128,0.25391520998096345,0.07967237456035332,0.06150707316059277
Moon Plains,Wildlife,7,2,18,27,neutral,0.767,good place to visit but not much greenish view nothing to say i we colud see some animals deers more,392,0.06887755102040816,54,1.1169614273363062,0.07693356769918434,0.059008046425274394
Moon Plains,Weather condition,7,18,2,27,negative,0.79,This place open at 7:00 am but if you like to see scenic view better try to select clear time with no rain/mist.,392,0.06887755102040816,82,0.6992262266363275,0.048160990099951125,0.03804718217896139
Moonstone or Sandakada pahana,Sculptures,16,0,13,29,positive,0.786,A beautiful stone carving,56,0.5178571428571429,55,1.0986122886681098,0.568924220917414,0.44717443764108744
Moonstone or Sandakada pahana,Wildlife,5,0,10,15,neutral,0.763,"A beautiful ancient piece of architecture, with carvings of animals & flowers on a stone.Many legends surround these carving.",56,0.26785714285714285,54,1.1169614273363062,0.29918609660793916,0.2282789917118576
Moonstone or Sandakada pahana,Ancient ruins,2,1,4,7,neutral,0.76,The ruins in this area are worth seeing.,56,0.125,23,1.9704512579714308,0.24630640724642885,0.18719286950728592
Moonstone or Sandakada pahana,Stairs,3,0,2,5,positive,0.76,"The steps also have interesting carvings of little creatures.To know more, you probably have to read up (or get a guide).",56,0.08928571428571429,47,1.255797872190522,0.1121248100170109,0.08521485561292828
Mount Lavinia Beach,Beach,323,40,65,428,positive,0.814,Had a lovely evening under the stars enjoying fresh sea food cooked various ways on the beach.,1721,0.24869262056943636,64,0.9470623905409088,0.23552742774637359,0.19171932618554807
Mount Lavinia Beach,Restaurants,97,9,65,171,positive,0.793,Recommended times to visit are the morning and the evening with plenty of restaurants offering mouth watering cuisine to fit anyone's budget!,1721,0.09936083672283556,49,1.214125175789954,0.12063649335274965,0.09566473922873048
Mount Lavinia Beach,Sandy beach,37,11,26,74,positive,0.75,A small strip of beach with rough sand.,1721,0.04299825682742592,15,2.3978952727983707,0.10310531678505487,0.07732898758879116
Mount Lavinia Beach,Sunset view,56,1,20,77,positive,0.847,Mount Lavinia beach used to be the place to be a few years back and you can still see a good stretch of beach where families enjoy a leisurely stroll or couples watch the sunset.,1721,0.04474142940151075,44,1.3217558399823195,0.05913724560060348,0.05008924702371115
Mount Lavinia Beach,Accommodation,103,9,53,165,positive,0.799,Excellent Sea side resort,1721,0.09587449157466589,90,0.6061358035703155,0.058112961992505555,0.04643225663201194
Mulgirigala Raja Maha Vihara,Cave,77,7,30,114,positive,0.771,Beautiful paintings in the cave.,1635,0.06972477064220184,2,4.412798293340635,0.3076813488934755,0.2372223199968696
Mulgirigala Raja Maha Vihara,Cave temple,50,4,32,86,positive,0.831,We honestly enjoyed the drive through the country side better than the rock temple itself.,1635,0.052599388379204894,8,3.0265039322207445,0.15919225576206975,0.13228876453827995
Mulgirigala Raja Maha Vihara,Stairs,65,32,62,159,positive,0.782,550 steps not as bad as you might think,1635,0.09724770642201835,47,1.255797872190522,0.12212346280017922,0.09550054790974015
Mulgirigala Raja Maha Vihara,Paintings,79,1,31,111,positive,0.8,Beautiful paintings in the cave.,1635,0.06788990825688074,29,1.7386496439141066,0.11803676481618706,0.09442941185294966
Mulgirigala Raja Maha Vihara,Temple,149,10,72,231,positive,0.797,"A bit similar to Dambulla's caves, although on a smaller scale, but without the tourists and the kitsch temple.",1635,0.14128440366972478,76,0.7752121336142496,0.10952538401522426,0.08729173106013374
Muthurajawela Marsh,Birds,89,4,88,181,positive,0.768,"But the guide was very nice and there were many bird, some alligators to see!",726,0.2493112947658402,40,1.4170660197866443,0.35329056416168403,0.27132715327617335
Muthurajawela Marsh,Lagoon,38,2,46,86,neutral,0.777,Large water monitor lizards patrol the canal and crocodiles inhabit the lagoon although they are quite shy due to persecution and are best seen in the evening.,726,0.1184573002754821,11,2.70805020110221,0.3207883158330442,0.24925252140227533
Muthurajawela Marsh,Local guide,64,5,43,112,positive,0.773,"The guide was pleasant and knowledgeable.We visited during the afternoon and obviously would have seen much more if we had come early in the morning or in the evening but even so, it was a lovely experience.I think it is probably a good thing for tourists to visit and support the preservation of this lovely wetland.",726,0.15426997245179064,66,0.9162907318741551,0.141356145964057,0.10926830083021606
Muthurajawela Marsh,Wildlife,38,4,30,72,positive,0.788,Peaceful wildlife opportunity close to Negombo.,726,0.09917355371900827,54,1.1169614273363062,0.11077303411599732,0.08728915088340589
Muthurajawela Marsh,River,6,0,7,13,neutral,0.768,"Sounds include fisherman paddling their wooden boats, children laughing as they play in the river, water monitors rustling in the leaves (in the water they are quiet), and the wind blowing through the dense foliage.",726,0.01790633608815427,33,1.6094379124341003,0.028819136173062403,0.022133096580911928
Nagadipa Purana Vihara,Temple,52,8,64,124,neutral,0.779,This temple is truly beautiful and definitely a place to visit if you go to Jaffna.,374,0.3315508021390374,76,0.7752121336142496,0.2570222047277191,0.20022029748289316
Nagadipa Purana Vihara,Hindu shrine,14,2,38,54,neutral,0.763,was a good experience travaling in a navy boat and from nagadeepa temple to nagadeepa kovil we took a dimo batta was a facinating ride,374,0.1443850267379679,39,1.4423838277709342,0.20825862753911883,0.15890133281234767
Nagadipa Purana Vihara,Buddha statue,9,1,38,48,neutral,0.761,Nagadeepa Purana Rajamaha vihara is a peaceful and religious place where you can pay homage to lord Buddha and learn about the ancient visit of Lord Buddha to this location.,374,0.12834224598930483,47,1.255797872190522,0.16117191942552156,0.12265183068282191
Nagadipa Purana Vihara,Museum,4,0,7,11,neutral,0.773,"there is a museum in side the temple must see it, boat ride is amazing boats looks bad but there are safe and its only 15 mins ride navy is all over the place so dont worry",374,0.029411764705882353,36,1.5224265354444706,0.04477725104248443,0.03461281505584046
Nagadipa Purana Vihara,Public transport access,5,3,15,23,neutral,0.756,"I went there back in 2010 although I write this review now :)I had the chance to speak with residents during my trip by public bus, boat & during my walk around the island and it was a wonderful experience for me.",374,0.06149732620320856,90,0.6061358035703155,0.03727573123560764,0.028180452814119374
Nalanda Gedige,Temple,48,5,48,101,positive,0.783,Wonderful lonely little temple on the A9 between Dambulla and Kandy.,398,0.2537688442211055,76,0.7752121336142496,0.19672468717346533,0.15403543005682335
Nalanda Gedige,Hindu shrine,14,2,30,46,neutral,0.766,"A small Hindu temple sitting by a Buddhist tomb in a lovely setting, next to a lake and with views of the mountains in the distance.",398,0.11557788944723618,39,1.4423838277709342,0.16670767858659039,0.12769808179732825
Nalanda Gedige,Sculptures,17,0,14,31,positive,0.782,this is called as the 'center point ' of ancient Srilanka..nice ancient building with amazing carvings on the stone walls of the temple.sorounded by the beautiful lake.,398,0.07788944723618091,55,1.0986122886681098,0.08557030389123468,0.06691597764294553
Nalanda Gedige,Ancient ruins,5,0,10,15,neutral,0.763,An archaeological site on your way to Dambulla well worth a visit,398,0.03768844221105527,23,1.9704512579714308,0.07426323836575743,0.05666285087307292
Nalanda Gedige,Strong current,5,0,5,10,positive,0.79,A great example of South Indian style architecture in Sri Lanka The building was moved to its current location to save its loss in the waters of the nearby reservoir,398,0.02512562814070352,21,2.0614230361771577,0.051794548647667284,0.04091769343165715
Nallur Kandaswamy Kovil Festival,Hindu shrine,5,0,4,9,positive,0.787,well time managed poojas & typical tamil culture devotees a really pleasant to see such a nice hindu temple in Sri Lanka,22,0.4090909090909091,39,1.4423838277709342,0.5900661113608368,0.4643820296409785
Nallur Kandaswamy Kovil Festival,Temple,7,0,6,13,positive,0.791,The temple itself is impressive.,22,0.5909090909090909,76,0.7752121336142496,0.45807989713569297,0.3623411986343332
Negombo Beach,Beach,294,135,114,543,positive,0.809,Beach is really wide and clean sand.,1808,0.30033185840707965,64,0.9470623905409088,0.2844330077786026,0.2301063032928895
Negombo Beach,Boat service,24,5,33,62,neutral,0.758,Amazing boats up and down.,1808,0.034292035398230086,9,2.908720896564361,0.09974595994855663,0.07560743764100593
Negombo Beach,Waves,24,13,30,67,neutral,0.773,"Beach is beautiful and sandy; however, you cannot swim in the sea as the waves are very powerful and can easily knock you off your feet.",1808,0.03705752212389381,20,2.1102132003465894,0.0781992723579765,0.06044803753271583
Negombo Beach,Sunset view,56,3,33,92,positive,0.843,"In July it is cloudy, so it isn't worth it to get a tan, also a lot of people to sell something so you can not find your rest haha but it is nice to sit and watch the sunset with a glass of wine or beer!",1808,0.05088495575221239,44,1.3217558399823195,0.06725748743272865,0.05669806190579025
Negombo Beach,Cleanliness,107,216,2,325,negative,0.871,Beach is really wide and clean sand.,1808,0.17975663716814158,117,0.34377153910282454,0.061795215823240025,0.05382363298204206
Negombo Fish Market,Market,125,35,122,282,positive,0.78,"We mentioned to our friend Ushan we'd like to visit the normal market in Negombo, what a busy place that is selling just about everything you can think of and it seems to go on for miles.",869,0.3245109321058688,16,2.3333567516607996,0.7571997744169683,0.5906158240452353
Negombo Fish Market,Boat service,27,2,30,59,neutral,0.765,"brutal and loud, but it is a part of real life in Sri Lanka.However you will find some more peaceful views around nearby with all the boats and catamarans lying at berth.",869,0.06789413118527042,9,2.908720896564361,0.19748507813267813,0.15107608477149878
Negombo Fish Market,Food quality,33,3,24,60,positive,0.755,"After seeing it you can appreciate why it's so important to cook food properly and maintain a high standard of personal hygiene.All in all the market itself is well worth a visit, take some water with you it gets very hot and very busy.",869,0.06904487917146145,16,2.3333567516607996,0.16110633498233368,0.12163528291166192
Negombo Fish Market,Beach,41,6,46,93,neutral,0.777,"The nearby beach is full of drying fish being turned by hand.It was a very interesting experience, one where we got a lot of wonderful memories and photos.The only downside is that like other parts of Negombo, the fish market is very dirty.",869,0.10701956271576525,64,0.9470623905409088,0.10135420290023535,0.07875221565348287
Negombo Fish Market,Souvenir stalls,9,3,20,32,neutral,0.766,"A bustling busy hive of vendors selling their fish, it's not clean, there is no refrigeration and it is packed with locals.",869,0.03682393555811277,49,1.214125175789954,0.044708867232771614,0.03424699230030306
Nilavarai Bottomless Well,Cleanliness,4,13,0,17,negative,0.866,"Its flanked by a little shop and a hindu temple, the waters are dirty and the surrounding area is poorly kept, but the mystery surrounding this is quite interesting.",41,0.4146341463414634,117,0.34377153910282454,0.14253941865239067,0.12343913655297031
Nilavarai Bottomless Well,Entrance fee,2,3,4,9,neutral,0.818,And have to pay a certain amount of fee.what a rip off.,41,0.21951219512195122,87,0.6400373552459969,0.1404960048100969,0.11492573193465924
Nilavarai Bottomless Well,Temple,0,1,4,5,neutral,0.768,at present some works are being done to preserve and protect it by connecting it to the nearby temple given its significance to the Ramayan.Hopefully people stop throwing rubbish in it.,41,0.12195121951219512,76,0.7752121336142496,0.09453806507490849,0.07260523397752972
Nilavarai Bottomless Well,Public transport access,1,0,4,5,neutral,0.792,It can be informative for the history behind this great bottomless well to be displayed for tourist and also the surrounding which is now full of vegetable stalls and a bus stop to be cleared for easy and comfortable access to tourist.,41,0.12195121951219512,90,0.6061358035703155,0.07391900043540432,0.05854384834484023
Nilavarai Bottomless Well,Ticket price,3,0,2,5,positive,0.804,Save yourself a few rupees and buy yourself a fresh vadai from the veg hotel opposite instead!,41,0.12195121951219512,94,0.5626506916305767,0.06861593800372887,0.055167214154998014
Nilaveli Beach,Beach,207,12,41,260,positive,0.817,Great beach,905,0.287292817679558,64,0.9470623905409088,0.2720842226968357,0.22229280994331474
Nilaveli Beach,Sandy beach,47,3,24,74,positive,0.779,"Don't get me wrong -- it is beautiful; the color of the sand, the shades of water, the feel between heat of sand (at 9:45am) and coolness of sea water is like heaven!",905,0.08176795580110498,15,2.3978952727983707,0.19607099468185574,0.15273930485716564
Nilaveli Beach,Waves,25,2,19,46,positive,0.777,"The waves were great to ride, the atmosphere is perfect for lone travellers, couples or family.",905,0.05082872928176796,20,2.1102132003465894,0.10725945548722997,0.08334059691357769
Nilaveli Beach,Water depth,11,0,11,22,positive,0.759,Mostly the beach is calm you could enjoy deep blue sea around the day during most part of the year.,905,0.02430939226519337,13,2.540996116439044,0.06177007133884969,0.04688348414618691
Nilaveli Beach,Cleanliness,81,36,1,118,positive,0.875,Clean it please,905,0.13038674033149172,117,0.34377153910282454,0.04482325040235724,0.039220344102062585
Nine Arches Bridge,Bridge,240,30,170,440,positive,0.792,"Once we got to the bridge, the view was simply breathtaking!",1552,0.28350515463917525,20,2.1102132003465894,0.5982563196858888,0.47381900519122394
Nine Arches Bridge,Trail,75,17,82,174,neutral,0.77,I took both the forest path and the railroad track and thought they were both easy to follow.,1552,0.11211340206185567,39,1.4423838277709342,0.16171055801040113,0.12451712966800887
Nine Arches Bridge,Tea plantation,24,1,13,38,positive,0.836,We walked easily right along the train tracks from Ella station for about an hour enjoying great views (and surprising peace and quiet!) before going through a tinnier and coming out onto Nice Arches bridge where we hung out for a few minutes admiring the views and tea plantations before the train came along.,1552,0.024484536082474227,16,2.3333567516607996,0.0571311575793237,0.04776164773631461
Nine Arches Bridge,Public transport access,38,10,68,116,neutral,0.804,"We came down to view the 09:30 train, coming by Tuk Tuk we arrived form the opposite end of the bridge to Ella we had a nice walk morning walk along the tracks and arrived early.",1552,0.07474226804123711,90,0.6061358035703155,0.045303964699843165,0.036424387618673906
Nine Arches Bridge,Colonial architecture,22,2,12,36,positive,0.794,Nine Arch Bridge is one of the best Srilankan landmarks and a great example of colonial-era railway construction in the country.It is located between the railway stations of Ella and Demodara.,1552,0.023195876288659795,24,1.927891643552635,0.04471913606178793,0.03550699403305962
Old Parliament Building,Colonial architecture,25,1,43,69,neutral,0.775,Beautiful colonial building with high pillars and ceiling.,242,0.28512396694214875,24,1.927891643552635,0.5496881132443463,0.4260082877643684
Old Parliament Building,Sculptures,9,2,18,29,neutral,0.766,Some very interesting carvings.,242,0.11983471074380166,55,1.0986122886681098,0.13165188583212886,0.1008453445474107
Old Parliament Building,Beach,11,0,22,33,neutral,0.768,In front of a nice Galleface beach.,242,0.13636363636363635,64,0.9470623905409088,0.12914487143739664,0.09918326126392062
Old Parliament Building,Accommodation,16,1,24,41,neutral,0.772,Good place and very close to Galadari Hotel.,242,0.16942148760330578,90,0.6061358035703155,0.10269242953050799,0.07927855559755216
Old Parliament Building,Heritage site,7,0,1,8,positive,0.797,Nice heritage building,242,0.03305785123966942,30,1.7047480922384253,0.056355308834328106,0.044915181140959506
