place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence
Minneriya National Park,Museum,0,0,2,2,neutral,0.74,Take a look at the museum too.
Minneriya National Park,Noise level,0,10,0,10,negative,0.808,"If you try really hard, you could mentally edit out those noise and jeeps to feel the nature."
Minneriya National Park,Paintings,0,0,4,4,neutral,0.74,There was also lots of painted storks and cattle.
Minneriya National Park,Parking,0,0,9,9,neutral,0.758,A huge visitors' vehicle parking area is available.
Minneriya National Park,Peacefulness,18,1,0,19,positive,0.823,"Our driver was able to park very close, about 10 metres from the elephants and we stopped there in the quiet...only a few jeeps were there...to observe."
Minneriya National Park,Public transport access,0,0,3,3,neutral,0.7,"We felt something wrong going on when we reached to the location between our taxi driver and the jeep driver ,Then we figured out that they were manipulate."
Minneriya National Park,River,4,0,6,10,neutral,0.78,A vehicle in good shape and a skilled driver took us across muddy river beds to reach areas of prime elephant viewing.
Minneriya National Park,Road access,15,6,30,51,neutral,0.684,"On the whole we felt it was worth the money.We reached the main road to Habrana, suddenly one huge single elephant started walking behind our jeep."
Minneriya National Park,Rock formation,3,0,7,10,neutral,0.706,"On our trip back from Sigiriya Rock to our hotel, our guide recommended this National Park to go to, We drove here and it was really an amazing and unique experience."
Minneriya National Park,Safety,11,5,1,17,positive,0.804,The journey from Habarana was interesting and very safe and comfortable.At Minneriya we picked up a local ranger who was our guide - and he was invaluable for his knowledge and 'spotting' ability - pointing out birds and wildlife that we may
Minneriya National Park,Scenic view,47,0,16,63,positive,0.799,"Totally worth thr money, the view is unforgettable."
Minneriya National Park,Sculptures,2,0,0,2,positive,0.82,"King Mahasen also known as ""The god of Minneriya"" or ""Minneriya deviyo"" His statue is on the roundabout at Habarana.100s of vehicles also arrive to wstch the elephants but they don't seem to be bothered by this.It can be very dusty so it's best to tie a scarf over your hair and perhaps over your face too!"
Minneriya National Park,Sea,1,0,2,3,neutral,0.693,"IOur guide estimated we saw approx 150 elephants ranging from raging bulls to 1 week old baby .We also saw babies buffalo, Jackals, Sea Eagles, Fish Owls and Peacocks to name but a few.Great experience, Great day 10 out 10.Doug and Julie"
Minneriya National Park,Service quality,8,1,7,16,positive,0.776,Had a great guide from the national park service who pointed out all the interesting birds and had the driver stop so we could take photos.
Minneriya National Park,Shops,0,0,1,1,neutral,0.69,The entrance faces an ordinary public road and is lined with houses and shops.
Minneriya National Park,Signage,0,0,3,3,neutral,0.713,There was no sign of any regulation by park rangers - this is desperately needed.
Minneriya National Park,Souvenir stalls,1,0,1,2,positive,0.77,Our elephant safari was booked at one of the many roadside vendors but ours came recommended by our trusty driver.
Minneriya National Park,Stairs,0,0,1,1,neutral,0.78,We were taken another side of the lake for a nice view which you can climb few stairs to watch and if you are keen just to get the legs dirty after.
Minneriya National Park,Strong current,0,0,1,1,neutral,0.66,Bumpy jeep tide adds to the enjoyment!
Minneriya National Park,Sunrise view,0,0,2,2,neutral,0.78,Our plans were to climb Pidurangala Rock for sunrise and for the afternoon of our arrival we had hoped to do a kayaking trip on the nearby river.
Minneriya National Park,Sunset view,5,0,1,6,positive,0.857,You need to control your driver to go a bit further even when there is less or no elephant : the park when you're almost alone is beautiful and just before sunset the light is amazing.The experience is not very expensive and for us was halfway wonderful !
Minneriya National Park,Ticket price,10,12,44,66,neutral,0.75,Also entrance fee is nearly 4000 rupees but most attractions are similarly quite expensive.
Minneriya National Park,Toilets,0,0,2,2,neutral,0.74,"Lots of birds such as heron, pelicans, peacocks and fowl.When we first arrived at the national park at 6am we had a warm welcome, the toilets were impeccable and cleaned regularly."
Minneriya National Park,Trail,13,4,23,40,neutral,0.761,The track in was a bit rough and there was little other widlife apart from a few water buffalo.
Minneriya National Park,Turtles,1,0,2,3,neutral,0.773,"But it was outstanding plenty of elephants, Monkeys, Deer, water buffalo, monitor lizards, Turtles and plenty of beautiful birds."
Minneriya National Park,Value for money,23,18,0,41,positive,0.851,"Was not cheap at just over US $100 for jeep, admission etc, but was a unique experience."
Minneriya National Park,Viewpoint,2,0,2,4,positive,0.8,"At the same time another spectactle to behold is the neverending horde of 4x4's pushing and grinding past each other to give their passengers the best viewpoint.We came for the elephants, we saw the elephants, but we will never return due to the amount of 4x4's."
Minneriya National Park,Water depth,4,0,4,8,positive,0.71,"They came from all around, to drink, wash and play in the shallow waters, before setting off in a column and heading back into the forest - and they were so quiet."
Minneriya National Park,Weather condition,5,26,4,35,negative,0.754,The jeep broke down mid way and was stuck in hot weather for half hour for another jeep.
Minneriya National Park,Wildlife,98,15,109,222,neutral,0.783,Good afternoon animal spotting
Mirissa Beach,Accessibility,3,0,0,3,positive,0.84,"There are several points of interest like and accessible island, a beach where sea turtles swim, you can actually swim with them."
Mirissa Beach,Accommodation,22,11,27,60,neutral,0.783,Beautiful beach and good choice of restaurants and hotels along the shore.
Mirissa Beach,Ancient ruins,0,0,1,1,neutral,0.78,"The main road cutting through the town ruins the beach side feel, although that seems common here in Sri Lanka.Too many people meant it was difficult to enjoy the beautiful beaches."
Mirissa Beach,Beach,437,34,81,552,positive,0.817,Beach restaurant NishanSri Lanka looks Nice but completely uninterested staff !
Mirissa Beach,Birds,1,0,0,1,positive,0.84,The water is warm and the waves are amazing Go Go Go ;) A lovely quiet retreat with loads of wildlife including Peacocks and monkeys
Mirissa Beach,Boat service,2,1,9,12,neutral,0.712,"We luckily had only booked one night in a nearby hotel, and moved on to Galle the next morning when we realised that because of a weather depression whale watching was not going to happen although on all accounts that's not worth doing due to the shear number of boats and people on each boat."
Mirissa Beach,Bridge,1,0,1,2,positive,0.77,There are other nearby attractions where is worth to check out are the Parrot Rock Bridge with lots of crow flying around and the Coconut Tree Hill for the breathtaking sunset view!!!
Mirissa Beach,Cafes,16,2,7,25,positive,0.798,"The only sun loungers were those owned by the cafes lining the beach, but they were free to use as long as you bought the occasional drink every few hours (which was usually pretty cheap!).The restaurants and bars lining the beach are a"
Mirissa Beach,Cleanliness,127,33,0,160,positive,0.877,One of the few clean beautiful beaches I've been to.
Mirissa Beach,Coral reef,2,1,7,10,neutral,0.75,It's an amazing place to experience the magic of coral water and the beautiful trees.
Mirissa Beach,Crowdedness,14,87,2,103,negative,0.854,"Clean fine sand, not so wild waves in the middle, nice bars and restaurants, not crowded."
Mirissa Beach,Dolphins,4,0,7,11,neutral,0.769,There are many tourist activities available here but I don't recommend the whale watching as it is not very kind to the whales and dolphins.
Mirissa Beach,Elephants,0,0,1,1,neutral,0.74,"Nearing the end of our trip, we took a bus trip to Mirissa Beach, admiring the scenery of the coastal route as our driver manoeuvred the lanes between tuk tuks, elephant transporters and school buses..."
Mirissa Beach,Entrance fee,3,0,0,3,positive,0.813,There are number of surfing schools along the beach that charge reasonable fees.
Mirissa Beach,Family friendliness,38,3,27,68,positive,0.776,Waves are quite rough so probably not suitable for children to swim.
Mirissa Beach,Food quality,86,5,24,115,positive,0.752,A nice chilled beer and good food with beach view would be a good evening
Mirissa Beach,Guided tours,1,0,0,1,positive,0.84,"Our drivers and tour guide were incredible and they went above and beyond to make sure we had an experience that we will think about forever.Everything from the payment process, to hotel pickup and modifications"
Mirissa Beach,Lagoon,1,0,0,1,positive,0.84,Especially the little lagoon we have found in front of Janaka house/ Dalawela was amazing.
Mirissa Beach,Local guide,4,0,1,5,positive,0.802,We hired Nirosh as our guide after reading some good reviews.
Mirissa Beach,Market,0,0,2,2,neutral,0.74,"When you visit the fish markets and see how much you can buy fish, prawns, crabs etc they are making a killing."
Mirissa Beach,Mountain,18,2,11,31,positive,0.723,"Came here after a beautiful week in the mountains of sri lanka and Yala, was hoping to spend 3 days here but it's awful."
Mirissa Beach,Noise level,0,26,0,26,negative,0.792,"Well, it has a quiet part and also the other one more crowded and noisy so you can choose what fits you better."
Mirissa Beach,Peacefulness,52,1,0,53,positive,0.792,The beach is rather calm - not too many people.
Mirissa Beach,Public transport access,6,3,13,22,neutral,0.795,with beautiful sunset viewMirissa beach is full with restaurants and bars with your feet in the sand!If u like to surf u can take a tuk tuk 5 min to welligama and there is the best spot to surf.Mirissa the best beach of our holiday!!!!Don't hesitate and come to mirissa.We loved it so much that we extend our stay in mirissa
Mirissa Beach,Restaurants,143,15,79,237,positive,0.799,Beach restaurant NishanSri Lanka looks Nice but completely uninterested staff !
Mirissa Beach,River,1,2,1,4,negative,0.795,"We saw locals throwing rubbish on the floor which is something I never saw in the mountains, the main stream that flows into the beach was stagnant and full of plastic and other trash."
Mirissa Beach,Road access,5,6,12,23,neutral,0.675,"This beach is a mix of travelers, local cafes along the beach and road side restaurants with very friendly staff."
Mirissa Beach,Rock formation,25,1,17,43,positive,0.729,Mirissa is a small and pretty beach with lot of restaurant on the beach There is a small rock hill which offer good view of the sunset But it’s not as neat as would like it.
Mirissa Beach,Rocky beach,1,0,0,1,positive,0.84,"lovely lovely beach - especially the sunset, its also a rocky beach so be careful which area you choose to go in."
Mirissa Beach,Safety,20,16,2,38,positive,0.813,Waves are high but you can go deep inside the sea and enjoy as it is safe.
Mirissa Beach,Sandy beach,87,5,19,111,positive,0.766,"Very nice beach: yellow sand, some shadow places for relax, nice waves, many good restaurants."
Mirissa Beach,Scenic view,58,2,24,84,positive,0.79,A nice chilled beer and good food with beach view would be a good evening
Mirissa Beach,Sea,69,12,44,125,positive,0.743,And what the beautiful sunsets you can look at while sipping a cocktail few meters away from the ocean!
Mirissa Beach,Service quality,19,3,5,27,positive,0.807,Beach restaurant NishanSri Lanka looks Nice but completely uninterested staff !
Mirissa Beach,Shops,6,6,7,19,neutral,0.757,There are some quirky little shops along the way and some really good food.
Mirissa Beach,Signage,0,0,3,3,neutral,0.74,"Unfortunately, since they come with money, the signs are now in Russian and local guides speak Russian."
Mirissa Beach,Souvenir stalls,3,1,5,9,neutral,0.78,Good food available and no hawkers.
Mirissa Beach,Stairs,2,2,1,5,positive,0.756,There is a small island next to the beach were you have to climb steep steps but you can see the sunset better up there.
Mirissa Beach,Strong current,11,9,10,30,positive,0.777,The sea is very foamy due to pollution and it is less than ideal for swimming as it’s too rough and rubbish like wooden palletts get washed about the shore when the tide comes in.
Mirissa Beach,Sunrise view,7,0,0,7,positive,0.857,Wake up early and be there to experience the best sunrise experience while people are riding boats for their business.
Mirissa Beach,Sunset view,56,0,18,74,positive,0.845,And what the beautiful sunsets you can look at while sipping a cocktail few meters away from the ocean!
Mirissa Beach,Tea plantation,0,0,1,1,neutral,0.78,After an intensive trip around the mountaina and the tea field..
Mirissa Beach,Temple,0,0,1,1,neutral,0.74,Coconut Tree Hill MirissaThe Coconut Tree Hill is a private coconut estate with a nearby temple set on a high cliff overlooking
Mirissa Beach,Ticket price,21,3,9,33,positive,0.82,Prices reasonable.
Mirissa Beach,Toilets,2,0,1,3,positive,0.793,"The water is lovely, the scenery is beautiful, a few great restaurants to hang out in, but...Unfortunately it has a pack of street dogs and some owned dogs treating it as their toilet."
Mirissa Beach,Trail,3,1,1,5,positive,0.796,"last year and enjoyed the choice of bars and restaurants most are very reasonably priced It’s great if you have been off the beaten track which we have for us 3 days and nights is enough here for us It’s great to be a tourists here and loads of choices, after the 3 nights we will be ready to find somewhere a little quieter"
Mirissa Beach,Turtles,11,0,26,37,neutral,0.766,There are a lots of fishes to be seen and the most amazing experience was seeing the huge sea turtles swimming around us.
Mirissa Beach,Value for money,35,15,0,50,positive,0.837,There is a small stretch of mangrove trees in the middle where you can chill for free in the shade.
Mirissa Beach,Viewpoint,3,0,0,3,positive,0.84,There is also a nice view point on little beach.
Mirissa Beach,Water clarity,17,0,0,17,positive,0.92,It is a beautiful small bay with gorgeous soft white sand and clear water.
Mirissa Beach,Water depth,10,0,4,14,positive,0.78,Waves are high but you can go deep inside the sea and enjoy as it is safe.
Mirissa Beach,Waves,128,16,67,211,positive,0.78,"Very nice beach: yellow sand, some shadow places for relax, nice waves, many good restaurants."
Mirissa Beach,Weather condition,12,18,5,35,negative,0.781,"We luckily had only booked one night in a nearby hotel, and moved on to Galle the next morning when we realised that because of a weather depression whale watching was not going to happen although on all accounts that's not worth doing due to the shear number of boats and people on each boat."
Mirissa Beach,Whales,19,1,25,45,neutral,0.778,OK beach with a number of bars/restaurants.Great for whale watching and backpackers.Otherwise not exceptional
Mirissa Beach,Wildlife,5,1,3,9,positive,0.789,"It's a nice beach to party animals.one can enjoy variety of seafoods along with drinks, sitting in a beach facing restaurant with loud music till midnight."
Moon Plains,Accessibility,2,0,0,2,positive,0.84,Located 30 min drive away from the city of nuwaraeliya this place is a easy accessible even for a elderly person.
Moon Plains,Accommodation,1,0,1,2,positive,0.77,"This Was a new experience to us when we visited nuwara eliya,this place was recommended by Alpine Hotel, Nuwara Eliya."
Moon Plains,Birds,2,1,7,10,neutral,0.742,"From the article, we expected a natural wilderness, wildlife, including many bird species and culminating in a wonderful viewpoint."
Moon Plains,Cleanliness,5,4,0,9,positive,0.867,leave all your belongings in your vehicle and dont take anything so there is tendency to litter the moon plains.you will travel through the bumpy roads to reach the point and there is viewing deck as well.
Moon Plains,Crowdedness,1,5,1,7,negative,0.837,It wasn't crowded at all so it was very enjoyable.
Moon Plains,Entrance fee,1,3,16,20,neutral,0.814,Not knowing the local language and lack of internet access can be a major problem as we got ripped off totally indicating that the jeep fee is SLR 2000 per head which is ridiculous.
Moon Plains,Family friendliness,14,0,8,22,positive,0.749,(2000 Rs per jeep which can easily transport 6 people) and a very nominal entry fee (atleast for locals) 50rs per adult and 25rs per child....a 20 min jeep ride through beautiful potatoes estates take you to the top of viewing area and the view is breathtaking....Definitely worth a visit
Moon Plains,Food quality,0,0,1,1,neutral,0.66,Needs to serve food at night since it is away from town.I
Moon Plains,Forest,2,1,3,6,neutral,0.777,"Beautiful scenery, dense forest, mountains, cliffs and can spot few animals if you are lucky enough."
Moon Plains,Guided tours,1,1,2,4,neutral,0.81,while we are planning for horton plains our tour guide suggested this place due to lack of time in our scheduled itinerary.
Moon Plains,Information boards,1,0,0,1,positive,0.84,A good brochure explaining the attraction and safety concerns should be provided.
Moon Plains,Lake,0,0,9,9,neutral,0.66,This plains situated around 3Kms from the Gregory Lake of Nuwara-Eliya.
Moon Plains,Leopards,0,0,1,1,neutral,0.74,If you are lucky enough you will also see wild life there including leopards.
Moon Plains,Local guide,7,4,6,17,positive,0.768,The guide was a nice guy and explained many things on the way.
Moon Plains,Mountain,40,2,37,79,positive,0.773,"You are able to see the Highest Peak (Pidurutalagala), 2nd Highest peak (Kirigalpoththa), third highest peak (Thotupola Kanda), 6th Highest peak (Great Western Mountain), 7th highest peak (Hakgala).Need to park the vehicle at entrance and go in a safari jeep..."
Moon Plains,Noise level,0,1,0,1,negative,0.8,We reached there in the morning around 10 am but couldn't see any deer or rabbits since they go into hiding for the noise that the safari jeeps make.
Moon Plains,Parking,1,0,3,4,neutral,0.795,"By the time we got to the parking area, there was already a long queue for the 4x4 jeeps.Bathroom in this area is not so clean and you need to squat on the traditional toilet."
Moon Plains,Peacefulness,5,0,0,5,positive,0.784,Serene...Calm...Beautiful
Moon Plains,Public transport access,1,0,2,3,neutral,0.787,"A safari jeep is required to reach the viewpoint and costs LKR 3,000 for a 30-minute ride -totally worth it.Private cars, vans, and buses are not allowed."
Moon Plains,Road access,5,3,12,20,neutral,0.672,You also can experience a good off road tour ;) On the top most place it was so windy and freezing cold but we could see 360 view for sometime and suddenly it was vanished from the mist.
Moon Plains,Rock formation,2,0,1,3,positive,0.807,"Beautiful scenery, dense forest, mountains, cliffs and can spot few animals if you are lucky enough."
Moon Plains,Safety,2,0,0,2,positive,0.82,A good brochure explaining the attraction and safety concerns should be provided.
Moon Plains,Scenic view,84,3,36,123,positive,0.772,This place open at 7:00 am but if you like to see scenic view better try to select clear time with no rain/mist.
Moon Plains,Sea,0,1,1,2,negative,0.75,it can heal all the bad wounds in your heart..The picture shows #moonplains in #nuwaraeliya #srilankatourism its my ever loving place around Nuwaraeliya 👌😍 come & travel around Srilanka to see the eyecatching destinations in pearl of the indian ocean like the one mentioned above here ..
Moon Plains,Service quality,5,3,5,13,positive,0.777,"we went to the ticket office and and they were very rude to us and they were laughing to us, like we were idiots, the jeep price they have advertise was Rs 2000 and they ask us to pay Rs 5000."
Moon Plains,Shops,0,1,1,2,negative,0.705,The ticketing staff are not helpful as they only consider on getting money and trying to quickly book us on a jeep but rather never gives much information of what in store for us.
Moon Plains,Signage,0,1,4,5,neutral,0.712,The mini safari and view point is best location to have scenic view of all mountains and peaks.The signage to place is not clear and we have to ask many people for directions.
Moon Plains,Stairs,0,0,3,3,neutral,0.74,"After the 4x4 parking, you only need to take a few steps uphill to the viewpoint."
Moon Plains,Sunrise view,3,0,1,4,positive,0.845,Beautiful sunrise view
Moon Plains,Sunset view,0,0,1,1,neutral,0.78,I say it is must try and be there at sunset or sunrise.
Moon Plains,Tea plantation,0,0,1,1,neutral,0.78,Tea plantations runs to the infinity make us so attractive and stick to the area and to the little country.
Moon Plains,Ticket price,11,8,39,58,neutral,0.743,The ticket cost is indicated as SLR 400 per head ( for Foreigners and Indians) which is way too high than the cost for locals which is SLR 50 per head.
Moon Plains,Toilets,3,2,0,5,positive,0.824,"Also, there were no restrooms for ladies and god knows how we managed 4 hours without it."
Moon Plains,Trail,0,0,3,3,neutral,0.74,Safari track was cost Rs.
Moon Plains,Value for money,4,11,0,15,negative,0.864,It is not very expensive.
Moon Plains,Viewpoint,15,3,21,39,neutral,0.81,and you will be taken by jeep to the view point where there are quite stunning views across to Ella and back to Nuwara Eliya and Hakgalla.
Moon Plains,Waterfall,0,0,1,1,neutral,0.74,Water falls out of the mountain tops make our minds relax for a while.
Moon Plains,Weather condition,7,18,2,27,negative,0.79,This place open at 7:00 am but if you like to see scenic view better try to select clear time with no rain/mist.
Moon Plains,Wildlife,7,2,18,27,neutral,0.767,good place to visit but not much greenish view nothing to say i we colud see some animals deers more
Moonstone or Sandakada pahana,Accommodation,1,0,0,1,positive,0.8,You'll see many copies of the Moonstone in hotels etc while in the area but this is the original and well worth going to see.
Moonstone or Sandakada pahana,Ancient ruins,2,1,4,7,neutral,0.76,The ruins in this area are worth seeing.
Moonstone or Sandakada pahana,Buddha statue,0,0,1,1,neutral,0.74,"It is said that Buddha endured 550 incarnations before reaching Nirvana.The next ring is a tangle of vines depicting the passage through life with all its entanglements, the next ring are all swans with there"
Moonstone or Sandakada pahana,Cleanliness,1,0,0,1,positive,0.88,"The carvings of animals - elephants, horses - are beautifully and symmetrically done and well maintained by the authorities"
Moonstone or Sandakada pahana,Crowdedness,0,1,0,1,negative,0.76,"You can wander the other ruins, this area wasn’t too busy."
Moonstone or Sandakada pahana,Elephants,1,0,6,7,neutral,0.749,"The carvings of animals - elephants, horses - are beautifully and symmetrically done and well maintained by the authorities"
Moonstone or Sandakada pahana,Forest,0,0,1,1,neutral,0.74,The moonstones in the monasteries where the forest-dwelling monks lived maintained the blank semi-circular shape.
Moonstone or Sandakada pahana,Guided tours,0,0,1,1,neutral,0.78,"Everything is symmetrical and if you have a tour guide, they will explain to you what the stone means."
Moonstone or Sandakada pahana,Heritage site,1,0,2,3,neutral,0.787,"Great architecture and well protected by UNESCO, nice to see the marvel creations of our ancestors, worth spending time."
Moonstone or Sandakada pahana,Lake,0,0,1,1,neutral,0.66,"Abhayagiriya stupa (pagoda), Ruwanweliseya stupa (Pagoda), Isurumuniya Temple, Tissa Lake Etc."
Moonstone or Sandakada pahana,Local guide,2,0,4,6,neutral,0.733,"If you have a good guide, the true value of this site becomes apparent."
Moonstone or Sandakada pahana,Market,0,0,1,1,neutral,0.74,Walk through the souvenir market to get to it.
Moonstone or Sandakada pahana,Peacefulness,1,0,0,1,positive,0.84,Great moonstone and peaceful complex
Moonstone or Sandakada pahana,Public transport access,1,0,1,2,positive,0.79,The moonstone was really interesting either tuk tuk or if you have a car and driver stop and have a look.
Moonstone or Sandakada pahana,Road access,0,0,1,1,neutral,0.61,"You have to travel a short distance, maybe about 1 km along the paved road."
Moonstone or Sandakada pahana,Rock formation,0,0,3,3,neutral,0.66,The MoonstoneThis rock carving at the entrance to an ancient ruin depicts the Buddhist belief in reincarnation.
Moonstone or Sandakada pahana,Sculptures,16,0,13,29,positive,0.786,A beautiful stone carving
Moonstone or Sandakada pahana,Shops,0,0,1,1,neutral,0.69,We did a bit of haggling at the stores set up.
Moonstone or Sandakada pahana,Signage,0,0,2,2,neutral,0.66,I pointed out at a sign with moonstone and he told me that it has been shifted.
Moonstone or Sandakada pahana,Souvenir stalls,1,0,1,2,positive,0.77,There are stalls and touts nearby but they're still pretty quiet.
Moonstone or Sandakada pahana,Stairs,3,0,2,5,positive,0.76,"The steps also have interesting carvings of little creatures.To know more, you probably have to read up (or get a guide)."
Moonstone or Sandakada pahana,Stupa,0,0,2,2,neutral,0.74,This is situated northwest of Abhayagiri Dagoba in ruins of residencial complex of monks.It represents life cycleIts structure has half lotus in center surrounded by concentric bands.
Moonstone or Sandakada pahana,Temple,1,0,11,12,neutral,0.748,"a school trip to elementary school, so there are definitely things to see.Because it is fenced off, it is easier to see from the temple side, not the entrance side.Beautiful moonstone.Many old stone pillars stand between the accesses, but there is no explanation and I don't know what they mean."
Moonstone or Sandakada pahana,Ticket price,0,0,1,1,neutral,0.73,fourth outermost band has carvings of flames.Beautifully carved .No seperate entry ticket
Moonstone or Sandakada pahana,Weather condition,0,3,0,3,negative,0.72,advisable to go early in the morning as possible or late in the evening as with the hot sun it's difficult to visit these places
Moonstone or Sandakada pahana,Wildlife,5,0,10,15,neutral,0.763,"A beautiful ancient piece of architecture, with carvings of animals & flowers on a stone.Many legends surround these carving."
Mount Lavinia Beach,Accessibility,7,0,0,7,positive,0.863,"Around the other side of the hotel (and we think accessible by walking around from public beach) was a more sheltered place for swimming, protected by large rocks breaking the waves.There was a pool bar and restaurant on the beach."
Mount Lavinia Beach,Accommodation,103,9,53,165,positive,0.799,Excellent Sea side resort
Mount Lavinia Beach,Beach,323,40,65,428,positive,0.814,Had a lovely evening under the stars enjoying fresh sea food cooked various ways on the beach.
Mount Lavinia Beach,Birds,1,0,1,2,positive,0.77,"Overall a wonderful stay with squirrels, goldfish and colorful birds greeting you at the gate."
Mount Lavinia Beach,Boat service,5,4,5,14,positive,0.784,"Few people at the beach, on a windy day.A few beach hotels and restaurants.Water is warm, lots of waves.Further away where the fishing boats lay, are traces of oil in the sand.Pity that garbage is lying around further up at the fisherman houses.Why don't people recycle?I saw lots of plastic, old fridge, etc."
Mount Lavinia Beach,Bridge,2,0,2,4,positive,0.79,quick snack or a nice dinner.If the beach might look familiar to you with the hotel as backdrop you might have watched the movie THE BRIDGE ON THE RIVER KWAI which was filmed here in 1956/7.
Mount Lavinia Beach,Cafes,6,0,6,12,positive,0.747,"Nice and chill beach with lots of cafes and bars super close to Colombo, for those travelers who need to stay in Colombo:-)"
Mount Lavinia Beach,Changing rooms,0,0,2,2,neutral,0.78,it would have being nicer if they had public changing room.
Mount Lavinia Beach,Cleanliness,94,46,2,142,positive,0.873,Its safe and clean by all means.
Mount Lavinia Beach,Colonial architecture,11,0,5,16,positive,0.799,Wonderful view of 200 years older Colonial style Mt Lavinia hotel too.
Mount Lavinia Beach,Crowdedness,9,76,2,87,negative,0.854,gets crowded
Mount Lavinia Beach,Elephants,1,0,0,1,positive,0.84,"There are a few eating places on the beach, good food and great value, in fact it is very difficult to spend money in Sri Lanka unless you decide to go on day trips to see Elephant, Leopard etc."
Mount Lavinia Beach,Entrance fee,2,0,3,5,neutral,0.732,The mount Lavinia hotel has a private stretch on this beach that's nice and well maintained-- available to use for a small fee.
Mount Lavinia Beach,Family friendliness,40,1,30,71,positive,0.775,Very good to go their with family.
Mount Lavinia Beach,Food quality,94,3,38,135,positive,0.743,Had a lovely evening under the stars enjoying fresh sea food cooked various ways on the beach.
Mount Lavinia Beach,Fort,2,0,4,6,neutral,0.68,"this beach is lose to the hotel, as well as the train and is a nice afternoon's walk from the downtown/Fort area - about 2 1/2 hours."
Mount Lavinia Beach,Heritage site,1,0,1,2,positive,0.79,"so clean , but Compare to various City Beach, it is better.Morning Very Good For Barefoot walk on Beach.Close to one of the Famous Heritage Hotel,Mount Lavinia.You Can spot lot of Trains from the Beach.Locals as Well as Tourists will come for Beach walk and Sea Bath.You can spot of Lot of Fishermen Entering see and coming"
Mount Lavinia Beach,Leopards,1,0,0,1,positive,0.84,"There are a few eating places on the beach, good food and great value, in fact it is very difficult to spend money in Sri Lanka unless you decide to go on day trips to see Elephant, Leopard etc."
Mount Lavinia Beach,Local guide,0,1,3,4,neutral,0.727,Beware though not to go out too far during the off-season months as the under currents are strong and avoid the usual touts that could try to take advantage of you so stay close to your guide or the hotel premises at night.
Mount Lavinia Beach,Market,1,0,2,3,neutral,0.773,A couple of beach side cafes restaurants offered a good selection of food & drink all day and a seafood market cooked to order in the eve.
Mount Lavinia Beach,Mountain,1,0,2,3,neutral,0.72,Can imagine it would have been nice in peak season but wasn't worth the visit in the monsoon season - it was a ghost town and we only saw two or three other customers in about 10 completely empty restaurants making the place very eery- for beaches make the trip down to Galle and unawatuna
Mount Lavinia Beach,Noise level,0,5,0,5,negative,0.824,relax Train station is located near by so every 5 minutes train cross the lobby area of the hotel well it's depends how you take the noise for me it's was amazing my father is train driver I love to travel and the noise.Food is not really good especially ye buffet in morning and allacarte is ok not really a star hotel foodBar
Mount Lavinia Beach,Parking,2,2,3,7,neutral,0.78,Parking is the only inconvenience and recommend booking dinner at a restaurant on the beach prior to driving.
Mount Lavinia Beach,Peacefulness,47,1,0,48,positive,0.801,Mount Lavinia Beach is easily one of the most peaceful beaches I have ever been to.
Mount Lavinia Beach,Public transport access,8,1,14,23,neutral,0.774,"The beach is not far down from Colombo, easy commuter train ride (crowded but friendly) and available by bus on Galle road, and of course tuktuk or cab."
Mount Lavinia Beach,Restaurants,97,9,65,171,positive,0.793,Recommended times to visit are the morning and the evening with plenty of restaurants offering mouth watering cuisine to fit anyone's budget!
Mount Lavinia Beach,River,2,1,1,4,positive,0.815,nice dinner.If the beach might look familiar to you with the hotel as backdrop you might have watched the movie THE BRIDGE ON THE RIVER KWAI which was filmed here in 1956/7.
Mount Lavinia Beach,Road access,3,1,4,8,neutral,0.67,"The beach is not far down from Colombo, easy commuter train ride (crowded but friendly) and available by bus on Galle road, and of course tuktuk or cab."
Mount Lavinia Beach,Rock formation,3,0,2,5,positive,0.776,"You get good cabanas and that is a living experience.The rocks in the sea has many attractions to young studying sciences,"
Mount Lavinia Beach,Safety,34,12,6,52,positive,0.81,You can go for a swim but get in where there are lifeguards and signs indicating that it is safe to bathe there.
Mount Lavinia Beach,Sandy beach,37,11,26,74,positive,0.75,A small strip of beach with rough sand.
Mount Lavinia Beach,Scenic view,58,2,19,79,positive,0.79,"Even though its a bit away from Colombo, you can get a good view of the sky rises and the port of Colombo from there."
Mount Lavinia Beach,Sea,77,16,38,131,positive,0.743,Had a lovely evening under the stars enjoying fresh sea food cooked various ways on the beach.
Mount Lavinia Beach,Service quality,40,5,14,59,positive,0.807,Really friendly staff and always helpful.
Mount Lavinia Beach,Shops,4,0,6,10,neutral,0.714,The beach is beautiful and really long there are some interesting small shops all over the beach they mostly serve sea food.
Mount Lavinia Beach,Signage,3,2,2,7,positive,0.783,You can go for a swim but get in where there are lifeguards and signs indicating that it is safe to bathe there.
Mount Lavinia Beach,Souvenir stalls,5,3,6,14,neutral,0.78,this place is amazingBeware of hawkers trying to make a quick buckBut the beach is great and fun for kids
Mount Lavinia Beach,Stairs,1,0,2,3,neutral,0.747,At the moment steps are been taken to clean up the beaches all around Sri Lanka.
Mount Lavinia Beach,Strong current,8,9,8,25,negative,0.794,"else you will get drawn into the sea.When I was a teenager I got caught not being a good swimmer or having the required floating gear I just dived down and hugged the sands and crawled myself past the current,"
